Temperature {K} 	Pressure {kPa} 	Density {kg/m^3} 	Uncertainty {kg/m^3} 
166	16	1.52924	0.00043
166	18	1.72142	0.00054
166	20	1.91384	0.00067
166	22	2.10648	0.00081
166	24	2.29936	0.00097
166	26	2.4925	0.0011
166	28	2.6858	0.0013
166	30	2.8794	0.0015
166	32	3.0732	0.0017
166	34	3.2673	0.0020
166	36	3.4616	0.0022
166	38	3.6561	0.0025
166	40	3.8509	0.0027
166	42	4.0459	0.0030
166	44	4.2412	0.0033
166	46	4.4367	0.0036
166	48	4.6324	0.0040
166	50	4.8284	0.0043
166	52	5.0246	0.0047
166	54	5.2211	0.0051
166	56	5.4178	0.0055
166	58	5.6148	0.0059
166	60	5.8121	0.0063
166	62	6.0096	0.0067
166	64	6.2073	0.0072
166	66	6.4053	0.0077
166	68	6.6035	0.0081
166	70	6.8020	0.0086
166	72	7.0008	0.0092
166	74	7.1998	0.0097
166	76	7.399	0.010
166	78	7.599	0.011
166	80	7.798	0.011
166	82	7.999	0.012
166	84	8.199	0.013
166	86	8.399	0.013
166	88	8.600	0.014
166	90	8.801	0.015
166	92	9.003	0.015
166	94	9.205	0.016
166	96	9.407	0.017
166	98	9.609	0.017
166	100	9.811	0.018
166	102	10.014	0.019
166	104	10.217	0.020
166	106	10.420	0.021
168	0.7	0.06580850	7.5e-7
168	2	0.1880940	6.2e-6
168	4	0.376401	2.5e-5
168	6	0.564922	5.6e-5
168	8	0.753659	9.9e-5
168	10	0.94261	0.00016
168	12	1.13178	0.00022
168	14	1.32117	0.00031
168	16	1.51077	0.00040
168	18	1.70060	0.00051
168	20	1.89064	0.00063
168	22	2.08090	0.00076
168	24	2.27139	0.00091
168	26	2.4621	0.0011
168	28	2.6530	0.0012
168	30	2.8442	0.0014
168	32	3.0356	0.0016
168	34	3.2272	0.0018
168	36	3.4190	0.0021
168	38	3.6111	0.0023
168	40	3.8033	0.0026
168	42	3.9959	0.0028
168	44	4.1886	0.0031
168	46	4.3816	0.0034
168	48	4.5748	0.0037
168	50	4.7682	0.0040
168	52	4.9619	0.0044
168	54	5.1558	0.0047
168	56	5.3499	0.0051
168	58	5.5443	0.0055
168	60	5.7389	0.0059
168	62	5.9338	0.0063
168	64	6.1289	0.0067
168	66	6.3242	0.0072
168	68	6.5198	0.0076
168	70	6.7156	0.0081
168	72	6.9117	0.0086
168	74	7.1080	0.0091
168	76	7.3045	0.0096
168	78	7.501	0.010
168	80	7.698	0.011
168	82	7.896	0.011
168	84	8.093	0.012
168	86	8.291	0.012
168	88	8.489	0.013
168	90	8.687	0.014
168	92	8.886	0.014
168	94	9.085	0.015
168	96	9.284	0.016
168	98	9.483	0.016
168	100	9.683	0.017
168	102	9.883	0.018
168	104	10.083	0.018
168	106	10.283	0.019
168	108	10.484	0.020
168	110	10.685	0.021
168	112	10.886	0.022
168	114	11.087	0.022
168	116	11.289	0.023
168	118	11.491	0.024
170	0.7	0.06503380	7.1e-7
170	2	0.1858770	5.8e-6
170	4	0.371957	2.3e-5
170	6	0.558242	5.2e-5
170	8	0.744732	9.3e-5
170	10	0.93143	0.00015
170	12	1.11833	0.00021
170	14	1.30544	0.00029
170	16	1.49275	0.00038
170	18	1.68028	0.00048
170	20	1.86801	0.00059
170	22	2.05595	0.00071
170	24	2.24411	0.00085
170	26	2.4325	0.0010
170	28	2.6211	0.0012
170	30	2.8098	0.0013
170	32	2.9988	0.0015
170	34	3.1881	0.0017
170	36	3.3775	0.0019
170	38	3.5671	0.0022
170	40	3.7570	0.0024
170	42	3.9471	0.0027
170	44	4.1374	0.0029
170	46	4.3279	0.0032
170	48	4.5187	0.0035
170	50	4.7096	0.0038
170	52	4.9008	0.0041
170	54	5.0922	0.0044
170	56	5.2838	0.0048
170	58	5.4757	0.0051
170	60	5.6677	0.0055
170	62	5.8601	0.0059
170	64	6.0526	0.0063
170	66	6.2453	0.0067
170	68	6.4383	0.0071
170	70	6.6315	0.0076
170	72	6.8250	0.0080
170	74	7.0187	0.0085
170	76	7.2126	0.0090
170	78	7.4067	0.0095
170	80	7.601	0.010
170	82	7.796	0.011
170	84	7.991	0.011
170	86	8.186	0.012
170	88	8.381	0.012
170	90	8.577	0.013
170	92	8.772	0.013
170	94	8.968	0.014
170	96	9.165	0.015
170	98	9.361	0.015
170	100	9.558	0.016
170	102	9.755	0.017
170	104	9.952	0.017
170	106	10.150	0.018
170	108	10.348	0.019
170	110	10.546	0.019
170	112	10.744	0.020
170	114	10.942	0.021
170	116	11.141	0.022
170	118	11.340	0.023
170	120	11.539	0.023
170	122	11.739	0.024
170	124	11.939	0.025
170	126	12.139	0.026
170	128	12.339	0.027
170	130	12.540	0.028
170	132	12.741	0.029
172	0.7	0.06427710	6.6e-7
172	2	0.1837120	5.4e-6
172	4	0.367618	2.2e-5
172	6	0.551719	4.9e-5
172	8	0.736015	8.7e-5
172	10	0.92051	0.00014
172	12	1.10519	0.00020
172	14	1.29008	0.00027
172	16	1.47516	0.00035
172	18	1.66045	0.00045
172	20	1.84593	0.00055
172	22	2.03161	0.00067
172	24	2.21749	0.00080
172	26	2.40357	0.00094
172	28	2.5899	0.0011
172	30	2.7763	0.0013
172	32	2.9630	0.0014
172	34	3.1499	0.0016
172	36	3.3370	0.0018
172	38	3.5243	0.0020
172	40	3.7118	0.0023
172	42	3.8995	0.0025
172	44	4.0875	0.0027
172	46	4.2756	0.0030
172	48	4.4639	0.0033
172	50	4.6525	0.0036
172	52	4.8412	0.0039
172	54	5.0302	0.0042
172	56	5.2194	0.0045
172	58	5.4088	0.0048
172	60	5.5984	0.0052
172	62	5.7882	0.0055
172	64	5.9783	0.0059
172	66	6.1685	0.0063
172	68	6.3590	0.0067
172	70	6.5497	0.0071
172	72	6.7406	0.0075
172	74	6.9317	0.0080
172	76	7.1231	0.0084
172	78	7.3146	0.0089
172	80	7.5064	0.0094
172	82	7.6984	0.0099
172	84	7.891	0.010
172	86	8.083	0.011
172	88	8.276	0.011
172	90	8.469	0.012
172	92	8.662	0.013
172	94	8.855	0.013
172	96	9.049	0.014
172	98	9.243	0.014
172	100	9.437	0.015
172	102	9.631	0.016
172	104	9.826	0.016
172	106	10.020	0.017
172	108	10.215	0.018
172	110	10.411	0.018
172	112	10.606	0.019
172	114	10.802	0.020
172	116	10.998	0.020
172	118	11.194	0.021
172	120	11.390	0.022
172	122	11.587	0.023
172	124	11.784	0.024
172	126	11.981	0.024
172	128	12.178	0.025
172	130	12.376	0.026
172	132	12.574	0.027
172	134	12.772	0.028
172	136	12.970	0.029
172	138	13.169	0.029
172	140	13.368	0.030
172	142	13.567	0.031
172	144	13.767	0.032
172	146	13.966	0.033
172	148	14.166	0.034
174	0.7	0.06353790	6.3e-7
174	2	0.1815970	5.1e-6
174	4	0.363379	2.0e-5
174	6	0.545347	4.6e-5
174	8	0.727501	8.2e-5
174	10	0.90984	0.00013
174	12	1.09237	0.00019
174	14	1.27509	0.00025
174	16	1.45799	0.00033
174	18	1.64108	0.00042
174	20	1.82437	0.00052
174	22	2.00784	0.00063
174	24	2.19151	0.00075
174	26	2.37536	0.00088
174	28	2.5594	0.0010
174	30	2.7437	0.0012
174	32	2.9281	0.0013
174	34	3.1127	0.0015
174	36	3.2975	0.0017
174	38	3.4826	0.0019
174	40	3.6678	0.0021
174	42	3.8532	0.0023
174	44	4.0388	0.0026
174	46	4.2246	0.0028
174	48	4.4106	0.0031
174	50	4.5968	0.0033
174	52	4.7832	0.0036
174	54	4.9698	0.0039
174	56	5.1566	0.0042
174	58	5.3436	0.0045
174	60	5.5308	0.0049
174	62	5.7183	0.0052
174	64	5.9059	0.0056
174	66	6.0937	0.0059
174	68	6.2817	0.0063
174	70	6.4700	0.0067
174	72	6.6584	0.0071
174	74	6.8470	0.0075
174	76	7.0359	0.0079
174	78	7.2250	0.0084
174	80	7.4143	0.0088
174	82	7.6037	0.0093
174	84	7.7934	0.0098
174	86	7.983	0.010
174	88	8.173	0.011
174	90	8.364	0.011
174	92	8.554	0.012
174	94	8.745	0.012
174	96	8.936	0.013
174	98	9.127	0.013
174	100	9.319	0.014
174	102	9.510	0.015
174	104	9.702	0.015
174	106	9.894	0.016
174	108	10.087	0.016
174	110	10.279	0.017
174	112	10.472	0.018
174	114	10.665	0.018
174	116	10.858	0.019
174	118	11.052	0.020
174	120	11.245	0.021
174	122	11.439	0.021
174	124	11.633	0.022
174	126	11.828	0.023
174	128	12.022	0.024
174	130	12.217	0.024
174	132	12.412	0.025
174	134	12.607	0.026
174	136	12.803	0.027
174	138	12.999	0.028
174	140	13.195	0.029
174	142	13.391	0.029
174	144	13.587	0.030
174	146	13.784	0.031
174	148	13.981	0.032
174	150	14.178	0.033
174	152	14.376	0.034
174	154	14.573	0.035
174	156	14.771	0.036
174	158	14.969	0.037
174	160	15.168	0.038
174	162	15.367	0.039
174	164	15.565	0.040
176	0.7	0.06281550	5.9e-7
176	2	0.1795300	4.8e-6
176	4	0.359237	1.9e-5
176	6	0.539121	4.3e-5
176	8	0.719183	7.7e-5
176	10	0.89942	0.00012
176	12	1.07984	0.00017
176	14	1.26044	0.00024
176	16	1.44122	0.00031
176	18	1.62218	0.00040
176	20	1.80332	0.00049
176	22	1.98464	0.00059
176	24	2.16614	0.00071
176	26	2.34782	0.00083
176	28	2.52969	0.00097
176	30	2.7117	0.0011
176	32	2.8940	0.0013
176	34	3.0764	0.0014
176	36	3.2590	0.0016
176	38	3.4418	0.0018
176	40	3.6248	0.0020
176	42	3.8079	0.0022
176	44	3.9913	0.0024
176	46	4.1748	0.0027
176	48	4.3586	0.0029
176	50	4.5425	0.0031
176	52	4.7266	0.0034
176	54	4.9109	0.0037
176	56	5.0954	0.0040
176	58	5.2801	0.0043
176	60	5.4650	0.0046
176	62	5.6500	0.0049
176	64	5.8353	0.0052
176	66	6.0208	0.0056
176	68	6.2064	0.0059
176	70	6.3923	0.0063
176	72	6.5783	0.0067
176	74	6.7646	0.0070
176	76	6.9510	0.0074
176	78	7.1377	0.0079
176	80	7.3245	0.0083
176	82	7.5115	0.0087
176	84	7.6988	0.0092
176	86	7.8862	0.0096
176	88	8.074	0.010
176	90	8.262	0.011
176	92	8.450	0.011
176	94	8.638	0.012
176	96	8.827	0.012
176	98	9.015	0.013
176	100	9.204	0.013
176	102	9.393	0.014
176	104	9.582	0.014
176	106	9.772	0.015
176	108	9.962	0.015
176	110	10.152	0.016
176	112	10.342	0.017
176	114	10.532	0.017
176	116	10.723	0.018
176	118	10.913	0.019
176	120	11.104	0.019
176	122	11.296	0.020
176	124	11.487	0.021
176	126	11.679	0.021
176	128	11.871	0.022
176	130	12.063	0.023
176	132	12.255	0.024
176	134	12.447	0.024
176	136	12.640	0.025
176	138	12.833	0.026
176	140	13.026	0.027
176	142	13.220	0.028
176	144	13.413	0.028
176	146	13.607	0.029
176	148	13.801	0.030
176	150	13.996	0.031
176	152	14.190	0.032
176	154	14.385	0.033
176	156	14.580	0.034
176	158	14.775	0.035
176	160	14.971	0.036
176	162	15.166	0.037
176	164	15.362	0.038
176	166	15.559	0.038
176	168	15.755	0.039
176	170	15.952	0.041
176	172	16.148	0.042
176	174	16.346	0.043
176	176	16.543	0.044
176	178	16.741	0.045
176	180	16.939	0.046
176	182	17.137	0.047
178	0.7	0.06210940	5.5e-7
178	2	0.1775100	4.5e-6
178	4	0.355189	1.8e-5
178	6	0.533037	4.1e-5
178	8	0.711055	7.3e-5
178	10	0.88924	0.00011
178	12	1.06760	0.00016
178	14	1.24613	0.00022
178	16	1.42483	0.00029
178	18	1.60371	0.00037
178	20	1.78275	0.00046
178	22	1.96197	0.00056
178	24	2.14136	0.00067
178	26	2.32093	0.00078
178	28	2.50067	0.00091
178	30	2.6806	0.0010
178	32	2.8607	0.0012
178	34	3.0410	0.0013
178	36	3.2214	0.0015
178	38	3.4020	0.0017
178	40	3.5828	0.0019
178	42	3.7638	0.0021
178	44	3.9450	0.0023
178	46	4.1263	0.0025
178	48	4.3078	0.0027
178	50	4.4895	0.0030
178	52	4.6714	0.0032
178	54	4.8534	0.0035
178	56	5.0357	0.0037
178	58	5.2181	0.0040
178	60	5.4007	0.0043
178	62	5.5835	0.0046
178	64	5.7665	0.0049
178	66	5.9497	0.0052
178	68	6.1330	0.0056
178	70	6.3165	0.0059
178	72	6.5003	0.0063
178	74	6.6842	0.0066
178	76	6.8683	0.0070
178	78	7.0526	0.0074
178	80	7.2370	0.0078
178	82	7.4217	0.0082
178	84	7.6066	0.0086
178	86	7.7916	0.0090
178	88	7.9769	0.0095
178	90	8.1623	0.0099
178	92	8.348	0.010
178	94	8.534	0.011
178	96	8.720	0.011
178	98	8.906	0.012
178	100	9.092	0.012
178	102	9.279	0.013
178	104	9.466	0.013
178	106	9.653	0.014
178	108	9.840	0.015
178	110	10.027	0.015
178	112	10.215	0.016
178	114	10.403	0.016
178	116	10.591	0.017
178	118	10.779	0.018
178	120	10.967	0.018
178	122	11.156	0.019
178	124	11.345	0.019
178	126	11.534	0.020
178	128	11.723	0.021
178	130	11.913	0.021
178	132	12.102	0.022
178	134	12.292	0.023
178	136	12.482	0.024
178	138	12.672	0.024
178	140	12.863	0.025
178	142	13.054	0.026
178	144	13.244	0.027
178	146	13.436	0.027
178	148	13.627	0.028
178	150	13.819	0.029
178	152	14.010	0.030
178	154	14.202	0.031
178	156	14.394	0.032
178	158	14.587	0.032
178	160	14.780	0.033
178	162	14.972	0.034
178	164	15.165	0.035
178	166	15.359	0.036
178	168	15.552	0.037
178	170	15.746	0.038
178	172	15.940	0.039
178	174	16.134	0.040
178	176	16.329	0.041
178	178	16.523	0.042
178	180	16.718	0.043
178	182	16.913	0.044
178	184	17.109	0.045
178	186	17.304	0.046
178	188	17.500	0.047
178	190	17.696	0.048
178	192	17.892	0.049
178	194	18.089	0.051
178	196	18.286	0.052
178	198	18.483	0.053
178	200	18.680	0.054
180	0.7	0.06141890	5.2e-7
180	2	0.1755350	4.3e-6
180	4	0.351231	1.7e-5
180	6	0.527089	3.9e-5
180	8	0.703109	6.9e-5
180	10	0.87929	0.00011
180	12	1.05564	0.00016
180	14	1.23215	0.00021
180	16	1.40882	0.00028
180	18	1.58566	0.00035
180	20	1.76266	0.00043
180	22	1.93983	0.00053
180	24	2.11716	0.00063
180	26	2.29466	0.00074
180	28	2.47233	0.00086
180	30	2.65016	0.00099
180	32	2.8282	0.0011
180	34	3.0063	0.0013
180	36	3.1847	0.0014
180	38	3.3632	0.0016
180	40	3.5419	0.0018
180	42	3.7207	0.0020
180	44	3.8997	0.0021
180	46	4.0789	0.0024
180	48	4.2583	0.0026
180	50	4.4378	0.0028
180	52	4.6175	0.0030
180	54	4.7974	0.0033
180	56	4.9774	0.0035
180	58	5.1577	0.0038
180	60	5.3381	0.0040
180	62	5.5186	0.0043
180	64	5.6994	0.0046
180	66	5.8803	0.0049
180	68	6.0614	0.0052
180	70	6.2427	0.0056
180	72	6.4242	0.0059
180	74	6.6058	0.0062
180	76	6.7876	0.0066
180	78	6.9696	0.0069
180	80	7.1518	0.0073
180	82	7.3342	0.0077
180	84	7.5167	0.0081
180	86	7.6994	0.0085
180	88	7.8823	0.0089
180	90	8.0654	0.0093
180	92	8.2487	0.0098
180	94	8.432	0.010
180	96	8.616	0.011
180	98	8.800	0.011
180	100	8.984	0.012
180	102	9.168	0.012
180	104	9.352	0.013
180	106	9.537	0.013
180	108	9.722	0.014
180	110	9.906	0.014
180	112	10.092	0.015
180	114	10.277	0.015
180	116	10.463	0.016
180	118	10.648	0.016
180	120	10.834	0.017
180	122	11.020	0.018
180	124	11.207	0.018
180	126	11.393	0.019
180	128	11.580	0.020
180	130	11.767	0.020
180	132	11.954	0.021
180	134	12.141	0.022
180	136	12.328	0.022
180	138	12.516	0.023
180	140	12.704	0.024
180	142	12.892	0.024
180	144	13.080	0.025
180	146	13.269	0.026
180	148	13.458	0.027
180	150	13.646	0.027
180	152	13.835	0.028
180	154	14.025	0.029
180	156	14.214	0.030
180	158	14.404	0.031
180	160	14.594	0.031
180	162	14.784	0.032
180	164	14.974	0.033
180	166	15.165	0.034
180	168	15.356	0.035
180	170	15.547	0.036
180	172	15.738	0.037
180	174	15.929	0.038
180	176	16.121	0.038
180	178	16.313	0.039
180	180	16.505	0.040
180	182	16.697	0.041
180	184	16.889	0.042
180	186	17.082	0.043
180	188	17.275	0.044
180	190	17.468	0.045
180	192	17.661	0.046
180	194	17.855	0.047
180	196	18.049	0.049
180	198	18.243	0.050
180	200	18.437	0.051
182	0.7	0.06074370	4.9e-7
182	2	0.1736030	4.0e-6
182	4	0.347361	1.6e-5
182	6	0.521273	3.6e-5
182	8	0.695340	6.5e-5
182	10	0.86956	0.00010
182	12	1.04394	0.00015
182	14	1.21848	0.00020
182	16	1.39317	0.00026
182	18	1.56802	0.00033
182	20	1.74302	0.00041
182	22	1.91819	0.00050
182	24	2.09351	0.00059
182	26	2.26899	0.00070
182	28	2.44463	0.00081
182	30	2.62043	0.00093
182	32	2.7964	0.0011
182	34	2.9725	0.0012
182	36	3.1488	0.0013
182	38	3.3252	0.0015
182	40	3.5018	0.0017
182	42	3.6786	0.0018
182	44	3.8555	0.0020
182	46	4.0326	0.0022
182	48	4.2099	0.0024
182	50	4.3873	0.0026
182	52	4.5649	0.0028
182	54	4.7426	0.0031
182	56	4.9206	0.0033
182	58	5.0986	0.0036
182	60	5.2769	0.0038
182	62	5.4553	0.0041
182	64	5.6339	0.0044
182	66	5.8126	0.0046
182	68	5.9916	0.0049
182	70	6.1707	0.0052
182	72	6.3499	0.0055
182	74	6.5293	0.0059
182	76	6.7089	0.0062
182	78	6.8887	0.0065
182	80	7.0687	0.0069
182	82	7.2488	0.0073
182	84	7.4291	0.0076
182	86	7.6095	0.0080
182	88	7.7901	0.0084
182	90	7.9710	0.0088
182	92	8.1519	0.0092
182	94	8.3331	0.0096
182	96	8.514	0.010
182	98	8.696	0.011
182	100	8.878	0.011
182	102	9.059	0.011
182	104	9.242	0.012
182	106	9.424	0.012
182	108	9.606	0.013
182	110	9.789	0.013
182	112	9.971	0.014
182	114	10.154	0.014
182	116	10.338	0.015
182	118	10.521	0.015
182	120	10.704	0.016
182	122	10.888	0.017
182	124	11.072	0.017
182	126	11.256	0.018
182	128	11.440	0.018
182	130	11.625	0.019
182	132	11.809	0.020
182	134	11.994	0.020
182	136	12.179	0.021
182	138	12.364	0.022
182	140	12.549	0.022
182	142	12.735	0.023
182	144	12.921	0.024
182	146	13.107	0.024
182	148	13.293	0.025
182	150	13.479	0.026
182	152	13.666	0.026
182	154	13.852	0.027
182	156	14.039	0.028
182	158	14.226	0.029
182	160	14.413	0.029
182	162	14.601	0.030
182	164	14.789	0.031
182	166	14.977	0.032
182	168	15.165	0.033
182	170	15.353	0.034
182	172	15.541	0.034
182	174	15.730	0.035
182	176	15.919	0.036
182	178	16.108	0.037
182	180	16.297	0.038
182	182	16.487	0.039
182	184	16.676	0.040
182	186	16.866	0.041
182	188	17.056	0.042
182	190	17.247	0.043
182	192	17.437	0.044
182	194	17.628	0.045
182	196	17.819	0.046
182	198	18.010	0.047
182	200	18.201	0.048
184	0.7	0.06008310	4.7e-7
184	2	0.1717140	3.8e-6
184	4	0.343575	1.5e-5
184	6	0.515585	3.4e-5
184	8	0.687742	6.1e-5
184	10	0.860049	9.6e-5
184	12	1.03250	0.00014
184	14	1.20511	0.00019
184	16	1.37786	0.00025
184	18	1.55077	0.00031
184	20	1.72382	0.00039
184	22	1.89703	0.00047
184	24	2.07039	0.00056
184	26	2.24390	0.00066
184	28	2.41756	0.00076
184	30	2.59137	0.00088
184	32	2.7653	0.0010
184	34	2.9395	0.0011
184	36	3.1137	0.0013
184	38	3.2882	0.0014
184	40	3.4628	0.0016
184	42	3.6375	0.0017
184	44	3.8124	0.0019
184	46	3.9874	0.0021
184	48	4.1626	0.0023
184	50	4.3380	0.0025
184	52	4.5135	0.0027
184	54	4.6892	0.0029
184	56	4.8650	0.0031
184	58	5.0410	0.0034
184	60	5.2172	0.0036
184	62	5.3935	0.0038
184	64	5.5700	0.0041
184	66	5.7466	0.0044
184	68	5.9234	0.0047
184	70	6.1003	0.0049
184	72	6.2775	0.0052
184	74	6.4547	0.0055
184	76	6.6322	0.0058
184	78	6.8098	0.0062
184	80	6.9875	0.0065
184	82	7.1655	0.0068
184	84	7.3436	0.0072
184	86	7.5218	0.0075
184	88	7.7003	0.0079
184	90	7.8788	0.0083
184	92	8.0576	0.0087
184	94	8.2365	0.0091
184	96	8.4156	0.0095
184	98	8.5949	0.0099
184	100	8.774	0.010
184	102	8.954	0.011
184	104	9.134	0.011
184	106	9.314	0.012
184	108	9.494	0.012
184	110	9.674	0.013
184	112	9.854	0.013
184	114	10.035	0.014
184	116	10.216	0.014
184	118	10.397	0.015
184	120	10.578	0.015
184	122	10.759	0.016
184	124	10.941	0.016
184	126	11.122	0.017
184	128	11.304	0.017
184	130	11.486	0.018
184	132	11.669	0.018
184	134	11.851	0.019
184	136	12.033	0.020
184	138	12.216	0.020
184	140	12.399	0.021
184	142	12.582	0.022
184	144	12.765	0.022
184	146	12.949	0.023
184	148	13.132	0.024
184	150	13.316	0.024
184	152	13.500	0.025
184	154	13.684	0.026
184	156	13.869	0.026
184	158	14.053	0.027
184	160	14.238	0.028
184	162	14.423	0.028
184	164	14.608	0.029
184	166	14.793	0.030
184	168	14.979	0.031
184	170	15.165	0.032
184	172	15.350	0.032
184	174	15.536	0.033
184	176	15.723	0.034
184	178	15.909	0.035
184	180	16.096	0.036
184	182	16.282	0.037
184	184	16.470	0.037
184	186	16.657	0.038
184	188	16.844	0.039
184	190	17.032	0.040
184	192	17.220	0.041
184	194	17.407	0.042
184	196	17.596	0.043
184	198	17.784	0.044
184	200	17.973	0.045
186	0.7	0.05943680	4.4e-7
186	2	0.1698650	3.6e-6
186	4	0.339872	1.4e-5
186	6	0.510020	3.3e-5
186	8	0.680310	5.8e-5
186	10	0.850742	9.1e-5
186	12	1.02132	0.00013
186	14	1.19203	0.00018
186	16	1.36290	0.00023
186	18	1.53390	0.00030
186	20	1.70505	0.00037
186	22	1.87634	0.00044
186	24	2.04778	0.00053
186	26	2.21937	0.00062
186	28	2.39109	0.00072
186	30	2.56297	0.00083
186	32	2.73499	0.00094
186	34	2.9072	0.0011
186	36	3.0795	0.0012
186	38	3.2519	0.0013
186	40	3.4246	0.0015
186	42	3.5973	0.0016
186	44	3.7702	0.0018
186	46	3.9433	0.0020
186	48	4.1165	0.0022
186	50	4.2898	0.0023
186	52	4.4633	0.0025
186	54	4.6370	0.0027
186	56	4.8108	0.0029
186	58	4.9848	0.0032
186	60	5.1589	0.0034
186	62	5.3331	0.0036
186	64	5.5075	0.0039
186	66	5.6821	0.0041
186	68	5.8568	0.0044
186	70	6.0317	0.0047
186	72	6.2067	0.0049
186	74	6.3819	0.0052
186	76	6.5572	0.0055
186	78	6.7327	0.0058
186	80	6.9084	0.0061
186	82	7.0842	0.0065
186	84	7.2602	0.0068
186	86	7.4363	0.0071
186	88	7.6126	0.0075
186	90	7.7890	0.0078
186	92	7.9656	0.0082
186	94	8.1423	0.0086
186	96	8.3192	0.0089
186	98	8.4963	0.0093
186	100	8.6735	0.0097
186	102	8.851	0.010
186	104	9.028	0.011
186	106	9.206	0.011
186	108	9.384	0.011
186	110	9.562	0.012
186	112	9.740	0.012
186	114	9.919	0.013
186	116	10.097	0.013
186	118	10.276	0.014
186	120	10.455	0.014
186	122	10.634	0.015
186	124	10.813	0.015
186	126	10.992	0.016
186	128	11.172	0.016
186	130	11.352	0.017
186	132	11.531	0.017
186	134	11.712	0.018
186	136	11.892	0.019
186	138	12.072	0.019
186	140	12.253	0.020
186	142	12.433	0.020
186	144	12.614	0.021
186	146	12.795	0.022
186	148	12.976	0.022
186	150	13.158	0.023
186	152	13.339	0.023
186	154	13.521	0.024
186	156	13.703	0.025
186	158	13.885	0.025
186	160	14.067	0.026
186	162	14.250	0.027
186	164	14.433	0.028
186	166	14.615	0.028
186	168	14.798	0.029
186	170	14.981	0.030
186	172	15.165	0.030
186	174	15.348	0.031
186	176	15.532	0.032
186	178	15.716	0.033
186	180	15.900	0.034
186	182	16.084	0.034
186	184	16.269	0.035
186	186	16.453	0.036
186	188	16.638	0.037
186	190	16.823	0.038
186	192	17.008	0.039
186	194	17.193	0.039
186	196	17.379	0.040
186	198	17.565	0.041
186	200	17.751	0.042
188	0.7	0.05880420	4.2e-7
188	2	0.1680560	3.4e-6
188	4	0.336247	1.4e-5
188	6	0.504574	3.1e-5
188	8	0.673037	5.5e-5
188	10	0.841636	8.6e-5
188	12	1.01037	0.00012
188	14	1.17924	0.00017
188	16	1.34825	0.00022
188	18	1.51740	0.00028
188	20	1.68669	0.00035
188	22	1.85611	0.00042
188	24	2.02567	0.00050
188	26	2.19537	0.00059
188	28	2.36521	0.00068
188	30	2.53519	0.00078
188	32	2.70531	0.00089
188	34	2.8756	0.0010
